sciname,comname,iucn_sid,cat_code
Vinciguerria poweriae,NA,198759,LC
Bathophilus nigerrimus,NA,198761,LC
Zeus faber,NA,198769,DD
Ilyophis brunneus,NA,199068,LC
Haptenchelys texis,NA,199088,LC
Stemonidium hypomelas,NA,199187,LC
Histiobranchus bathybius,NA,199249,DD
Dysomma anguillare,NA,199278,LC
Nemichthys curvirostris,NA,199323,LC
Venefica proboscidea,NA,199373,LC
Nessorhamphus ingolfianus,NA,199401,LC
Aurigequula fasciata,NA,199622,LC
Eubleekeria splendens,NA,199624,LC
Trimma maiandros,NA,199661,LC
Awaous ocellaris,NA,202833,LC
Sillago sihama,NA,203423,LC
Evermannella melanoderma,NA,13462713,LC
Odontostomops normalops,NA,13462731,LC
Gigantura chuni,NA,13462737,LC
Bathypterois atricolor,NA,13462748,LC
Ipnops agassizii,NA,13462777,LC
Ahliesaurus berryi,NA,13485141,LC
Luciosudis normani,NA,13485161,LC
Omosudis lowii,NA,13485312,LC
Lestrolepis intermedia,NA,13485622,LC
Macroparalepis affinis,NA,13485631,LC
Magnisudis atlantica,NA,13485635,LC
Benthalbella infans,NA,13485675,LC
Scopelarchus guentheri,NA,13485856,LC
Trachinocephalus myops,NA,13486199,LC
Ablennes hians,NA,13486514,LC
Cheilopogon nigricans,NA,13487700,LC
Asquamiceps hjorti,NA,15147791,LC
Herwigia kreffti,NA,15148858,LC
Rouleina attrita,NA,15149121,LC
Xenodermichthys copei,NA,15149335,LC
Bregmaceros nectabanus,NA,15522050,LC
Cetonurus globiceps,NA,15522073,LC
Melanonus zugmayeri,NA,15522213,LC
Benthosema suborbitale,NA,15598524,LC
Bolinichthys distofax,NA,15598540,LC
Centrobranchus nigroocellatus,NA,15598550,LC
Ceratoscopelus warmingii,NA,15598596,LC
Diaphus bertelseni,NA,15598621,LC
Diaphus brachycephalus,NA,15598630,LC
Diaphus effulgens,NA,15598639,LC
Diaphus fragilis,NA,15598666,LC
Diaphus lucidus,NA,15598672,LC
Diaphus ostenfeldi,NA,15598704,LC
Diaphus perspicillatus,NA,15598778,LC
Diaphus splendidus,NA,15598791,LC
Diaphus taaningi,NA,15598809,DD
Diaphus termophilus,NA,15598812,LC
Hygophum macrochir,NA,15598815,LC
Hygophum reinhardtii,NA,15598887,LC
Lampadena luminosa,NA,15598957,LC
Lampanyctus alatus,NA,15599060,LC
Lampanyctus festivus,NA,15599067,LC
Myctophum asperum,NA,15600450,LC
Myctophum nitidulum,NA,15600453,LC
Myctophum obtusirostre,NA,15600713,LC
Myctophum selenops,NA,15600727,LC
Nannobrachium atrum,NA,15600731,LC
Notoscopelus caudispinosus,NA,15601865,LC
Notoscopelus resplendens,NA,15601872,LC
Taaningichthys paurolychnus,NA,15601905,LC
Neoscopelus macrolepidotus,NA,15601909,LC
Scopelengys tristis,NA,15601913,LC
Chascanopsetta lugubris,NA,15601985,LC
Ectreposebastes imus,NA,15622831,LC
Setarches guentheri,NA,15622835,LC
Antennarius striatus,NA,16406979,LC
Antigonia capros,NA,16407132,LC
Beryx splendens,NA,16425354,LC
Bothus ocellatus,NA,16425468,LC
Caranx lugubris,NA,16431757,LC
Cubiceps pauciradiatus,NA,16439367,LC
Cyttopsis rosea,NA,16439757,LC
Elagatis bipinnulata,NA,16440027,LC
Gephyroberyx darwinii,NA,16449531,LC
Taractes rubescens,NA,16506080,LC
Seriola rivoliana,NA,16507347,LC
Uraspis secunda,NA,16507729,LC
Gempylus serpens,NA,16509126,LC
Nealotus tripes,NA,16509242,LC
Promethichthys prometheus,NA,16509297,LC
Psenes arafurensis,NA,16545250,LC
Psenes cyanophrys,NA,16545253,LC
Gnathodentex aureolineatus,NA,16719296,LC
Gymnocranius euanus,NA,16719387,LC
Gymnocranius grandoculis,NA,16719605,LC
Gymnocranius griseus,NA,16719651,LC
Gymnocranius microdon,NA,16719685,LC
Lethrinus amboinensis,NA,16719839,LC
Lethrinus atkinsoni,NA,16719843,LC
Lethrinus erythracanthus,NA,16719994,LC
Lethrinus erythropterus,NA,16720002,LC
Lethrinus harak,NA,16720022,LC
Lethrinus lentjan,NA,16720036,LC
Lethrinus microdon,NA,16720083,LC
Lethrinus miniatus,NA,16720118,LC
Lethrinus nebulosus,NA,16720181,LC
Lethrinus obsoletus,NA,16720267,LC
Lethrinus olivaceus,NA,16720328,LC
Lethrinus ornatus,NA,16720345,LC
Lethrinus rubrioperculatus,NA,16720528,LC
Lethrinus semicinctus,NA,16720537,LC
Lethrinus variegatus,NA,16720568,LC
Lethrinus xanthochilus,NA,16720577,LC
Monotaxis grandoculis,NA,16720607,LC
Wattsia mossambica,NA,16721842,LC
Heteropriacanthus cruentatus,NA,16749737,LC
Fistularia petimba,NA,16781113,LC
Stephanolepis setifer,NA,16781181,LC
Xenolepidichthys dalgleishi,NA,16781189,LC
Saurida undosquamis,NA,18123647,LC
Anoplogaster cornuta,NA,18123960,LC
Diretmus argenteus,NA,18124015,LC
Sargocentron rubrum,NA,18124179,LC
Coryphaenoides armatus,NA,18125776,LC
Ceratias holboelli,NA,18127741,LC
Himantolophus groenlandicus,NA,18127836,LC
Melanocetus johnsonii,NA,18127840,LC
Oneirodes carlsbergi,NA,18128090,LC
Oneirodes eschrichtii,NA,18128749,LC
Spectrunculus grandis,NA,18139045,LC
Dolicholagus longirostris,NA,18140736,LC
Opisthoproctus soleatus,NA,18155920,LC
Barbantus curvifrons,NA,18155933,LC
Alepes djedaba,NA,18158219,LC
Selar boops,NA,18158262,LC
Nesiarchus nasutus,NA,18158583,LC
Upeneus moluccensis,NA,18177499,LC
Bothus pantherinus,NA,18214519,LC
Cyema atrum,NA,18227109,LC
Eurypharynx pelecanoides,NA,18227119,LC
Cyclothone acclinidens,NA,18252612,LC
Cyclothone pallida,NA,18252619,LC
Cyclothone pseudopallida,NA,18252629,LC
Diplophos taenia,NA,18252702,LC
Margrethia obtusirostra,NA,18252849,DD
Sigmops bathyphilus,NA,18252853,LC
Vinciguerria nimbaria,NA,18252952,LC
Argyropelecus aculeatus,NA,18253276,LC
Argyropelecus gigas,NA,18253282,LC
Sternoptyx diaphana,NA,18253296,LC
Valenciennellus tripunctulatus,NA,18253303,LC
Astronesthes gemmifer,NA,18256447,DD
Bathophilus digitatus,NA,18256458,LC
Bathophilus vaillanti,NA,18256490,LC
Echiostoma barbatum,NA,18256560,LC
Eustomias braueri,NA,18256726,DD
Flagellostomias boureei,NA,18256992,LC
Idiacanthus fasciola,NA,18257198,LC
Leptostomias gladiator,NA,18257269,LC
Melanostomias bartonbeani,NA,18257303,LC
Melanostomias valdiviae,NA,18257309,LC
Neonesthes capensis,NA,18257331,LC
Pachystomias microdon,NA,18257417,LC
Rhadinesthes decimus,NA,18257501,LC
Stomias longibarbatus,NA,18257655,LC
Grammicolepis brachiusculus,NA,18257696,LC
Fistularia commersonii,NA,18257780,LC
Caesio cuning,NA,20249232,LC
Caesio lunaris,NA,20249446,LC
Caesio teres,NA,20250059,LC
Dipterygonotus balteatus,NA,20251047,LC
Pterocaesio chrysozona,NA,20251507,LC
Pterocaesio tessellata,NA,20253006,LC
Pterocaesio tile,NA,20253151,LC
Alectis indica,NA,20253300,LC
Alepes apercna,NA,20255775,LC
Alepes kleinii,NA,20256067,LC
Atule mate,NA,20256729,LC
Carangoides chrysophrys,NA,20257324,LC
Carangoides coeruleopinnatus,NA,20429419,LC
Carangoides dinema,NA,20429438,LC
Carangoides equula,NA,20429448,LC
Carangoides ferdau,NA,20429455,LC
Carangoides fulvoguttatus,NA,20429462,LC
Carangoides hedlandensis,NA,20429787,LC
Carangoides humerosus,NA,20429793,LC
Carangoides malabaricus,NA,20429800,LC
Carangoides oblongus,NA,20429854,LC
Carangoides orthogrammus,NA,20429869,LC
Carangoides plagiotaenia,NA,20429950,LC
Carangoides talamparoides,NA,20430011,LC
Caranx heberi,NA,20430563,LC
Caranx ignobilis,NA,20430651,LC
Caranx melampygus,NA,20430679,LC
Caranx papuensis,NA,20430774,LC
Caranx tille,NA,20430800,LC
Decapterus macrosoma,NA,20431518,LC
Decapterus muroadsi,NA,20431538,LC
Megalaspis cordyla,NA,20432158,LC
Pantolabus radiatus,NA,20432226,LC
Scomberoides commersonnianus,NA,20434679,LC
Scomberoides lysan,NA,20434766,LC
Scomberoides tala,NA,20435070,LC
Scomberoides tol,NA,20435185,LC
Selaroides leptolepis,NA,20435470,LC
Seriolina nigrofasciata,NA,20435980,LC
Trachinotus anak,NA,20436452,DD
Trachinotus baillonii,NA,20436473,LC
Trachinotus blochii,NA,20436497,LC
Scopelarchoides danae,NA,20662028,LC
Snyderidia canina,NA,20665159,LC
Diplospinus multistriatus,NA,20665551,LC
Benthodesmus tenuis,NA,20666310,LC
Winteria telescopa,NA,21101322,LC
Holtbyrnia cyanocephala,NA,21103888,LC
Holtbyrnia innesi,NA,21104612,LC
Diretmoides pauciradiatus,NA,21110056,LC
Barbourisia rufa,NA,21110276,LC
Caulophryne polynema,NA,21112867,LC
Ceratias uranoscopus,NA,21112879,LC
Linophryne arborifera,NA,21112889,LC
Dysalotus alcocki,NA,21113900,LC
Scombrolabrax heterolepis,NA,21132418,LC
Melamphaes eulepis,NA,21132808,LC
Melamphaes simus,NA,21132822,LC
Cyclothone obscura,NA,21132825,LC
Gonostoma atlanticum,NA,21132828,LC
Argyropelecus sladeni,NA,21132859,LC
Aristostomias polydactylus,NA,21132898,LC
Aristostomias xenostoma,NA,21132901,LC
Astronesthes indicus,NA,21132910,LC
Bathophilus brevis,NA,21132928,LC
Bathophilus longipinnis,NA,21132935,LC
Bathophilus pawneei,NA,21132953,LC
Borostomias elucens,NA,21132963,LC
Eustomias enbarbatus,NA,21132986,LC
Eustomias fissibarbis,NA,21132989,LC
Heterophotus ophistoma,NA,21133028,LC
Melanostomias tentaculatus,NA,21133050,LC
Neonesthes microcephalus,NA,21133058,LC
Photonectes margarita,NA,21133108,LC
Photonectes mirabilis,NA,21133116,LC
Stomias affinis,NA,21133121,LC
Thysanactis dentex,NA,21133167,LC
Allocyttus verrucosus,NA,21133195,LC
Synagrops japonicus,NA,42830204,LC
Melanocetus murrayi,NA,42830239,LC
Microlophichthys microlophus,NA,42830277,LC
Photocorynus spiniceps,NA,42830286,LC
Saurida tumbil,NA,46074027,LC
Carangoides bajad,NA,46080857,LC
Uraspis uraspis,NA,46081534,LC
Gerres longirostris,NA,46081926,LC
Kyphosus cinerascens,NA,46086162,LC
Kyphosus vaigiensis,NA,46086190,LC
Gunnellichthys viridescens,NA,46086355,LC
Parupeneus heptacanthus,NA,46086532,LC
Parupeneus macronemus,NA,46086601,LC
Upeneus sundaicus,NA,46086703,LC
Upeneus tragula,NA,46086775,LC
Priacanthus blochii,NA,46087813,LC
Priacanthus hamrur,NA,46087863,LC
Priacanthus tayenus,NA,46087917,LC
Siganus canaliculatus,NA,46088346,LC
Siganus javus,NA,46088399,LC
Arnoglossus macrolophus,NA,46093091,LC
Engyprosopon grandisquama,NA,46093134,LC
Grammatobothus polyophthalmus,NA,46093150,LC
Kumococius rodericensis,NA,46097614,LC
Rogadius asper,NA,46097625,LC
Rogadius pristiger,NA,46097663,LC
Thysanophrys celebica,NA,46097767,LC
Scorpaenopsis oxycephala,NA,46098924,LC
Scorpaenopsis venosa,NA,46099940,LC
Centriscus scutatus,NA,46102529,LC
Acentronura tentaculata,NA,46102569,LC
Corythoichthys haematopterus,NA,46102624,LC
Cosmocampus investigatoris,NA,46102674,LC
Micrognathus andersonii,NA,46102713,LC
Trachyrhamphus bicoarctatus,NA,46102735,LC
Syngnathus pelagicus,NA,46109095,LC
Coccorella atlantica,NA,47164926,LC
Diaphus luetkeni,NA,47165067,LC
Eustomias macrurus,NA,47165363,LC
Photonectes parvimanus,NA,47165472,LC
Sudis atrox,NA,47165538,LC
Eviota dorsogilva,NA,47269831,LC
Trimma cheni,NA,47269908,LC
Trimma haimassum,NA,47270035,LC
Eviota atriventris,NA,47402970,LC
Eviota fallax,NA,47402974,LC
Eviota jewettae,NA,47402978,LC
Eviota pinocchioi,NA,47403067,LC
Atractoscion aequidens,NA,49145820,VU
Uraspis helvola,NA,50902942,LC
Pentaprion longimanus,NA,50902961,LC
Mulloidichthys flavolineatus,NA,50903119,LC
Upeneus sulphureus,NA,50903138,LC
Upeneus vittatus,NA,50903183,LC
Dactyloptena orientalis,NA,50903234,LC
Pterois russelii,NA,50903260,LC
Paramonacanthus choirocephalus,NA,50903263,LC
Kyphosus bigibbus,NA,56852298,LC
Aesopia cornuta,NA,56852510,LC
Choeroichthys brachysoma,NA,56852595,LC
Aphyonus gelatinosus,NA,57453548,LC
Bajacalifornia calcarata,NA,57453743,LC
Kraemeria samoensis,NA,57509336,LC
Einara edentula,NA,57825241,LC
Abyssobrotula galatheae,NA,60469175,LC
Alepisaurus brevirostris,NA,60469186,LC
Aristostomias lunifer,NA,60469232,LC
Bassozetus levistomatus,NA,60469264,LC
Bathophilus schizochirus,NA,60469375,LC
Bathytroctes squamosus,NA,60469527,LC
Caulophryne pelagica,NA,60469615,DD
Centrophryne spinulosa,NA,60469670,LC
Chaenophryne draco,NA,60469804,LC
Coryphaenoides rudis,NA,60469866,LC
Cyclothone parapallida,NA,60469980,LC
Diaphus problematicus,NA,60470092,LC
Dolopichthys pullatus,NA,60470361,DD
Eustomias simplex,NA,60470422,LC
Gigantactis elsmani,NA,60470481,LC
Gigantactis vanhoeffeni,NA,60470687,DD
Haplophryne mollis,NA,60470770,LC
Himantolophus albinares,NA,60470792,DD
Himantolophus brevirostris,NA,60470817,DD
Hymenogadus gracilis,NA,60471195,DD
Kali kerberti,NA,60471792,LC
Laemonema robustum,NA,60471850,DD
Lampadena speculigera,NA,60471855,LC
Lampanyctus photonotus,NA,60471860,LC
Lamprogrammus brunswigi,NA,60471877,LC
Lamprogrammus niger,NA,60471901,LC
Leptacanthichthys gracilispinis,NA,60471934,DD
Leptostomias gracilis,NA,60471973,LC
Macrouroides inflaticeps,NA,60475627,LC
Melamphaes longivelis,NA,60477122,DD
Melamphaes polylepis,NA,60477337,DD
Melanostomias melanops,NA,60478881,LC
Melanostomias paucilaternatus,NA,60479167,LC
Mentodus facilis,NA,60479648,LC
Mentodus perforatus,NA,60480946,LC
Mentodus rostratus,NA,60481184,LC
Neoceratias spinifer,NA,60481914,LC
Odontomacrurus murrayi,NA,60482037,LC
Parabrotula plagiophthalma,NA,60482248,LC
Paracaristius nudarcus,NA,60482259,DD
Pentherichthys atratus,NA,60482374,LC
Photonectes caerulescens,NA,60482467,LC
Photostomias atrox,NA,60482532,LC
Phyllorhinichthys micractis,NA,60482562,LC
Porogadus miles,NA,60482748,LC
Poromitra capito,NA,60482810,DD
Pseudoscopelus scutatus,NA,60483092,LC
Regalecus russelii,NA,60483137,LC
Rhynchactis macrothrix,NA,60483177,DD
Rhynchohyalus natalensis,NA,60483211,LC
Rondeletia loricata,NA,60483273,LC
Scopelogadus mizolepis,NA,60484333,LC
Scopeloberyx robustus,NA,61934264,DD
Aulostomus chinensis,NA,65134886,LC
Aeoliscus strigatus,NA,65135062,DD
Centriscus cristatus,NA,65350111,DD
Solenostomus armatus,NA,65363244,LC
Solenostomus cyanopterus,NA,65363316,LC
Solenostomus paradoxus,NA,65363417,LC
Bhanotia fasciolata,NA,65363628,LC
Choeroichthys cinctus,NA,65364515,LC
Choeroichthys sculptus,NA,65364553,LC
Corythoichthys intestinalis,NA,65364931,LC
Corythoichthys nigripectus,NA,65365012,LC
Corythoichthys ocellatus,NA,65365054,LC
Corythoichthys schultzi,NA,65365100,LC
Corythoichthys polynotatus,NA,65365107,LC
Cosmocampus darrosanus,NA,65365759,LC
Cosmocampus maxweberi,NA,65365899,LC
Doryrhamphus japonicus,NA,65366073,LC
Doryrhamphus negrosensis,NA,65366280,LC
Dunckerocampus pessuliferus,NA,65367059,LC
Filicampus tigris,NA,65367453,LC
Halicampus boothae,NA,65367461,LC
Halicampus brocki,NA,65367566,LC
Halicampus dunckeri,NA,65367574,LC
Halicampus grayi,NA,65367590,LC
Halicampus macrorhynchus,NA,65367594,LC
Halicampus mataafae,NA,65367712,LC
Kyonemichthys rumengani,NA,65369305,LC
Micrognathus micronotopterus,NA,65370744,LC
Micrognathus natans,NA,65370765,LC
Nannocampus pictus,NA,65372127,LC
Penetopteryx taeniocephalus,NA,65372543,LC
Phoxocampus belcheri,NA,65372675,LC
Phoxocampus diacanthus,NA,65372732,LC
Siokunichthys bentuviai,NA,65374054,DD
Trachyrhamphus longirostris,NA,65375137,LC
Trachyrhamphus serratus,NA,65375205,DD
Saurida gracilis,NA,67852269,LC
Saurida nebulosa,NA,67852930,LC
Synodus capricornis,NA,67853294,LC
Synodus dermatogenys,NA,67853390,LC
Synodus doaki,NA,67853408,LC
Synodus hoshinonis,NA,67853432,LC
Synodus jaculum,NA,67853451,LC
Synodus kaianus,NA,67853562,LC
Synodus lobeli,NA,67854163,LC
Synodus macrocephalus,NA,67854712,LC
Synodus oculeus,NA,67855363,LC
Synodus rubromarmoratus,NA,67855905,LC
Synodus tectus,NA,67855975,LC
Synodus ulae,NA,67856047,LC
Synodus usitatus,NA,67856062,LC
Synodus variegatus,NA,67856085,LC
Myripristis chryseres,NA,67869958,LC
Myripristis hexagona,NA,67870015,LC
Myripristis tiki,NA,67871080,DD
Neoniphon aurolineatus,NA,67871203,LC
Neoniphon sammara,NA,67871355,LC
Ostichthys archiepiscopus,NA,67899355,LC
Ostichthys kaianus,NA,67899637,LC
Ostichthys hypsipterygion,NA,67899687,DD
Ostichthys japonicus,NA,67899690,LC
Ostichthys sandix,NA,67899781,LC
Plectrypops lima,NA,67899991,LC
Pristilepis oligolepis,NA,67900591,LC
Sargocentron ensifer,NA,67902046,LC
Sargocentron iota,NA,67902088,LC
Sargocentron ittodai,NA,67902103,LC
Sargocentron lepros,NA,67902620,LC
Sargocentron melanospilos,NA,67902657,LC
Sargocentron microstoma,NA,67902908,LC
Sargocentron punctatissimum,NA,67902985,LC
Sargocentron spiniferum,NA,67903042,LC
Sargocentron spinosissimum,NA,67903074,LC
Sargocentron tiere,NA,67903124,LC
Sargocentron violaceum,NA,67903174,LC
Diademichthys lineatus,NA,67904147,LC
Discotrema crinophilum,NA,67905401,LC
Lepadichthys bolini,NA,67905470,LC
Lepadichthys frenatus,NA,67905515,LC
Lepadichthys minor,NA,67905532,LC
Pherallodus indicus,NA,67905735,LC
Scopelosaurus smithii,NA,67966271,LC
Ulua aurochs,NA,67970335,LC
Amblycirrhitus unimacula,NA,67996744,LC
Cirrhitichthys aprinus,NA,67997172,LC
Cirrhitichthys oxycephalus,NA,67997668,LC
Cirrhitops fasciatus,NA,67997694,LC
Cirrhitus pinnulatus,NA,67997787,LC
Oxycirrhites typus,NA,67997854,LC
Paracirrhites arcatus,NA,67997869,LC
Paracirrhites forsteri,NA,67997879,LC
Limnichthys fasciatus,NA,68000633,LC
Limnichthys nitidus,NA,68000804,LC
Calumia profunda,NA,68001146,LC
Gerres erythrourus,NA,68324528,LC
Gerres subfasciatus,NA,68324892,LC
Acentrogobius caninus,NA,68325526,LC
Ancistrogobius yanoi,NA,68326585,LC
Arcygobius baliurus,NA,68326872,DD
Austrolethops wardi,NA,68328081,LC
Bryaninops isis,NA,68328401,LC
Cabillus lacertops,NA,68328587,LC
Ctenogobiops crocineus,NA,68329253,LC
Eviota occasa,NA,68329897,LC
Eviota piperata,NA,68329954,LC
Exyrias ferrarisi,NA,68330082,LC
Gnatholepis ophthalmotaenia,NA,68330520,LC
Koumansetta hectori,NA,68332344,LC
Koumansetta rainfordi,NA,68332472,LC
Oxyurichthys microlepis,NA,68332598,LC
Paratrypauchen microcephalus,NA,68332934,LC
Tomiyamichthys alleni,NA,68333211,DD
Tryssogobius sarah,NA,68333307,LC
Valenciennea wardii,NA,68333312,LC
Lutjanus timoriensis,NA,68398868,LC
Gunnellichthys curiosus,NA,69128053,LC
Gunnellichthys pleurotaenia,NA,69128107,LC
Gunnellichthys monostigma,NA,69128289,LC
Nemateleotris decora,NA,69128478,LC
Nemateleotris helfrichi,NA,69128541,LC
Parioglossus nudus,NA,69130229,LC
Parioglossus philippinus,NA,69130241,LC
Ptereleotris brachyptera,NA,69179175,DD
Ptereleotris evides,NA,69179838,LC
Ptereleotris grammica,NA,69180312,LC
Ptereleotris hanae,NA,69180629,LC
Ptereleotris heteroptera,NA,69181442,LC
Ptereleotris monoptera,NA,69181503,LC
Ptereleotris zebra,NA,69181519,LC
Mulloidichthys pfluegeri,NA,69181847,LC
Mulloidichthys vanicolensis,NA,69181884,LC
Parupeneus barberinoides,NA,69181934,LC
Parupeneus barberinus,NA,69181941,LC
Parupeneus chrysonemus,NA,69181948,LC
Parupeneus ciliatus,NA,69181969,LC
Parupeneus cyclostomus,NA,69182011,LC
Parupeneus insularis,NA,69182291,LC
Parupeneus indicus,NA,69182614,LC
Parupeneus moffitti,NA,69182717,DD
Parupeneus pleurostigma,NA,69182861,LC
Parupeneus spilurus,NA,69183023,LC
Upeneus australiae,NA,69538573,LC
Upeneus mouthami,NA,69538579,DD
Upeneus taeniopterus,NA,69538589,LC
Nemipterus balinensoides,NA,69539228,LC
Nemipterus furcosus,NA,69539262,LC
Nemipterus hexodon,NA,69539271,LC
Nemipterus zysron,NA,69539293,LC
Pentapodus aureofasciatus,NA,69539322,LC
Pentapodus caninus,NA,69539343,LC
Pentapodus nagasakiensis,NA,69539356,LC
Pentapodus trivittatus,NA,69539374,LC
Scolopsis affinis,NA,69539421,LC
Scolopsis bilineata,NA,69539499,LC
Scolopsis ciliata,NA,69539506,LC
Scolopsis lineata,NA,69539564,LC
Scolopsis margaritifera,NA,69539571,LC
Scolopsis monogramma,NA,69539597,LC
Scolopsis taenioptera,NA,69539604,LC
Scolopsis temporalis,NA,69539611,LC
Scolopsis trilineata,NA,69539627,LC
Opistognathus solorensis,NA,69544768,LC
Opistognathus variabilis,NA,69544771,LC
Stalix histrio,NA,69544846,LC
Priacanthus macracanthus,NA,69545534,LC
Priacanthus meeki,NA,69545542,LC
Pristigenys meyeri,NA,69545550,LC
Pristigenys niphonia,NA,69545557,LC
Amsichthys knighti,NA,69583335,LC
Cypho purpurascens,NA,69583348,LC
Lubbockichthys multisquamatus,NA,69583361,LC
Manonichthys polynemus,NA,69583371,DD
Pictichromis paccagnellae,NA,69583393,LC
Pictichromis porphyrea,NA,69583400,LC
Pseudochromis bitaeniatus,NA,69583407,LC
Pseudochromis cyanotaenia,NA,69583414,LC
Pseudochromis fuscus,NA,69583417,LC
Pseudochromis jamesi,NA,69583420,LC
Pseudochromis marshallensis,NA,69583426,LC
Pseudochromis moorei,NA,69583436,DD
Pseudochromis pylei,NA,69583439,DD
Pseudochromis tapeinosoma,NA,69583442,LC
Pseudoplesiops annae,NA,69583447,LC
Pseudoplesiops revellei,NA,69583457,LC
Pseudoplesiops rosae,NA,69583460,LC
Pseudoplesiops typus,NA,69583463,LC
Pseudoplesiops wassi,NA,69583466,LC
Siganus argenteus,NA,69689070,LC
Siganus corallinus,NA,69689242,LC
Siganus doliatus,NA,69689424,LC
Siganus fuscescens,NA,69689554,LC
Siganus guttatus,NA,69689777,LC
Siganus lineatus,NA,69690025,LC
Siganus puellus,NA,69738690,LC
Siganus punctatissimus,NA,69738727,LC
Siganus punctatus,NA,69738738,LC
Siganus vulpinus,NA,69738933,LC
Trichonotus elegans,NA,69739558,LC
Trichonotus filamentosus,NA,69739591,LC
Trichonotus setiger,NA,69739648,LC
Paraxenisthmus cerberusi,NA,69739816,DD
Tyson belos,NA,69740574,LC
Xenisthmus eirospilus,NA,69740861,LC
Xenisthmus polyzonatus,NA,69740895,LC
Zanclus cornutus,NA,69741115,LC
Arnoglossus debilis,NA,69741187,LC
Arnoglossus japonicus,NA,69741220,LC
Arnoglossus polyspilus,NA,69741351,LC
Arnoglossus tenuis,NA,69741720,LC
Asterorhombus cocosensis,NA,69741856,LC
Asterorhombus filifer,NA,69741907,LC
Asterorhombus intermedius,NA,69741958,LC
Chascanopsetta prorigera,NA,69743659,LC
Engyprosopon hureaui,NA,69743867,DD
Engyprosopon macrolepis,NA,69744004,LC
Engyprosopon maldivensis,NA,69744038,LC
Engyprosopon xystrias,NA,69744396,LC
Parabothus coarctatus,NA,69778452,LC
Parabothus kiensis,NA,69778589,LC
Taeniopsetta ocellata,NA,69778885,LC
Taeniopsetta radula,NA,69778947,LC
Aseraggodes melanostictus,NA,69780030,LC
Aseraggodes xenicus,NA,69780365,LC
Dexillus muelleri,NA,69780520,LC
Pardachirus pavoninus,NA,69781742,LC
Pseudaesopia japonica,NA,69781826,LC
Soleichthys heterorhinos,NA,69781901,LC
Cociella crocodila,NA,69786877,LC
Cymbacephalus beauforti,NA,69787135,LC
Onigocia bimaculata,NA,69787355,LC
Onigocia macrolepis,NA,69787466,LC
Onigocia pedimacula,NA,69789808,LC
Onigocia spinosa,NA,69789961,LC
Rogadius patriciae,NA,69790273,LC
Rogadius serratus,NA,69790309,LC
Rogadius welanderi,NA,69790438,LC
Sunagocia arenicola,NA,69790649,LC
Sunagocia otaitensis,NA,69790740,LC
Dendrochirus brachypterus,NA,69793633,LC
Dendrochirus zebra,NA,69793953,LC
Iracundus signifer,NA,69794152,LC
Neomerinthe megalepis,NA,69794251,LC
